project,module,STANDARD_LIB,JAVAMOP,RVMONITOR,PROJECT,THIRD_PARTY_LIB,NATIVE,ASPECTJ,OTHER,VIOLATION,ASPECTJ_INSTRUMENTATION,ASPECTJ_RUNTIME,ASPECTJ_OTHER,MONITORING,SPECIFICATION,MOP_AND_AJC,RVMONITOR_LOCK,MONITORING_LOCK,LOCK,UNKNOWN,sum manual,sum profiler
blinkfox-mini-table,blinkfox-mini-table,0,0,0,3,0,0,0,39,0,609,0,0,14,5,124,0,0,0,0,794,794
blinkfox-zealot,blinkfox-zealot,0,0,5,101,0,0,0,78,0,4397,50,2,18,11,58,1,3,0,0,4724,4724
blueapron-kafka-connect-protobuf-converter,blueapron-kafka-connect-protobuf-converter,0,0,5,74,0,0,0,77,0,4475,91,0,13,9,76,0,5,0,0,4825,4825
bluemix-NumberToArabicWords,bluemix-NumberToArabicWords,0,0,2,3,0,0,0,47,0,1155,1,0,9,6,161,0,0,0,0,1384,1384
bmatthews68-ldapunit,bmatthews68-ldapunit,0,0,17,6098,0,0,0,168,2,6712,489,4,113,13,205,2,1,337,0,14161,14161
bmwcarit-hmm-lib,bmwcarit-hmm-lib,0,0,0,8,0,0,0,47,0,902,1,1,10,8,211,0,0,0,0,1188,1188
bohnman-squiggly,bohnman-squiggly,0,0,80,173,0,0,0,92,1,7319,286,5,17,15,216,7,17,0,0,8228,8228
bonnyfone-vectalign,bonnyfone-vectalign,0,0,551,159,0,0,0,100,0,487,1,0,59,51,59,250,183,9,0,1909,1909
bookshelfdave-etp,bookshelfdave-etp,0,0,5,42,0,0,0,56,0,2721,238,0,9,5,165,1,3,0,0,3245,3245
bouncestorage-chaos-http-proxy,bouncestorage-chaos-http-proxy,0,0,0,0,0,0,0,94,0,696,0,0,0,0,0,0,0,7913,0,8703,8703
bpodgursky-jbool_expressions,bpodgursky-jbool_expressions,0,0,7,236,0,0,0,52,0,1399,0,0,8,10,81,0,8,0,0,1801,1801
bpsm-edn-java,bpsm-edn-java,0,0,9,31,0,0,0,55,0,1547,0,0,9,8,156,0,2,0,0,1817,1817
braintree-braintree_java,braintree-braintree_java,0,0,60,246,0,0,0,209,2,13572,87,7,14,16,160,15,17,0,0,14405,14405
bremersee-sms,bremersee-sms,0,0,4,206,0,0,0,75,0,9224,47,6,13,6,255,1,0,1,0,9838,9838
brettwooldridge-SparseBitSet,brettwooldridge-SparseBitSet,0,0,115624,5918,0,0,0,75,193,605,1,0,4777,37276,158,439,2166,0,0,167232,167232
bruceran-krpc,bruceran-krpc,0,0,19,524,0,0,0,172,2,17872,87,8,17,11,115,1,12,0,0,18840,18840
brutusin-commons,brutusin-commons,0,0,2,2285,0,0,0,34,0,524,1,0,4,7,154,0,0,29,0,3040,3040
brutusin-instrumentation,brutusin-instrumentation,0,0,1,24,0,0,0,36,0,1551,1,0,9,7,67,0,0,0,0,1696,1696
bserdar-jcliff,bserdar-jcliff,0,0,1,9,0,0,0,55,0,1044,0,0,4,9,75,0,1,0,0,1198,1198
btrekkie-dynamic-connectivity,btrekkie-dynamic-connectivity,0,0,1,15,0,0,0,52,0,969,1,0,11,6,77,0,1,0,0,1133,1133
btrplace-scheduler,api,0,0,5,140,0,0,0,250,0,14379,53,5,7,11,162,1,3,1660,0,16676,16676
btrplace-scheduler,bench,0,0,0,1,0,0,0,130,0,418,0,0,0,0,0,0,0,6685,0,7234,7234
btrplace-scheduler,btrpsl,0,0,1,0,0,0,0,201,0,1423,2,1,0,0,1,0,0,6569,0,8198,8198
btrplace-scheduler,choco,0,0,2,14,0,0,0,566,0,4764,6,2,9,7,54,0,0,135219,0,140643,140643
btrplace-scheduler,json,0,0,0,0,0,0,0,146,0,865,1,0,0,0,0,0,0,2334,0,3346,3346
btrplace-scheduler,safeplace,0,0,0,1,0,0,0,181,0,737,8,0,0,0,0,0,0,7657,0,8584,8584
btrplace-scheduler,split,0,0,2,26,0,0,0,143,0,3821,18,3,5,5,92,0,0,2643,0,6758,6758
bubuntux-poker-engine,bubuntux-poker-engine,0,0,0,1,0,0,0,37,0,420,6,0,7,7,109,0,0,0,0,587,587
buddy-works-simple-java-project,buddy-works-simple-java-project,0,0,0,15,0,0,0,55,0,716,1,0,12,5,81,0,0,1,0,886,886
budhash-cliche,budhash-cliche,0,0,0,0,0,0,0,44,0,541,0,0,0,0,0,0,0,258,0,843,843
c0ny1-captcha-killer,c0ny1-captcha-killer,0,0,1,11,0,0,0,42,0,1533,24,0,8,7,77,0,0,0,0,1703,1703
camunda-camunda-xml-model,camunda-camunda-xml-model,0,0,11,116,0,0,0,89,0,3609,4,4,9,10,146,0,6,0,0,4004,4004
Cantara-Java-Auto-Update,Cantara-Java-Auto-Update,0,0,47,2892,0,0,0,239,0,25709,226,12,18,21,164,12,10,210,0,29560,29560
carlosbritojun-jflunt,carlosbritojun-jflunt,0,0,0,9,0,0,0,42,0,700,0,0,8,3,178,0,0,0,0,940,940
carlostse-jopencc,carlostse-jopencc,0,0,1,32,0,0,0,41,0,687,1,0,8,8,85,0,3,0,0,866,866
CarmJos-AliDDNS-Updater,CarmJos-AliDDNS-Updater,0,0,3,4,0,0,0,85,0,2510,1,1,10,9,69,0,0,1,0,2693,2693
casbin-jcasbin,casbin-jcasbin,0,0,76,577,0,0,0,159,0,25311,191,7,19,19,192,12,18,0,0,26581,26581
casid-jusecase,casid-jusecase,0,0,2,5,0,0,0,39,0,529,0,1,8,9,166,0,0,0,0,759,759
cbartosiak-bson-codecs-jsr310,cbartosiak-bson-codecs-jsr310,0,0,3,30,0,0,0,111,0,1306,599,0,9,7,198,1,3,0,0,2267,2267
cellsrg-tabbypdf,cellsrg-tabbypdf,0,0,1,6,0,0,0,37,0,581,0,0,6,6,57,0,0,0,0,694,694
Celos-avro-json-decoder,Celos-avro-json-decoder,0,0,0,58,0,0,0,39,0,4178,109,3,6,7,90,0,3,1,0,4494,4494
CeON-spark-utils,CeON-spark-utils,0,0,6,184,0,0,0,136,0,9392,825,5,9,11,86,0,2,0,0,10656,10656
ceridwen-com-ceridwen-standard-interchange-protocol-library,ceridwen-com-ceridwen-standard-interchange-protocol-library,0,0,4,860,0,0,0,96,0,4775,72,1,17,9,232,1,1,0,0,6068,6068
cescoffier-vertx-completable-future,cescoffier-vertx-completable-future,0,0,8,478,0,0,0,414,0,6031,103,2,59,9,238,1,11,7560,0,14914,14914
ChannelApe-shopify-sdk,ChannelApe-shopify-sdk,0,0,345,3012,0,0,0,417,3,14996,190,15,90,41,136,97,82,20,0,19444,19444
Chatanga-Girinoscope,Chatanga-Girinoscope,0,0,0,2,0,0,0,34,0,669,1,0,5,6,79,0,0,0,0,796,796
chengdedeng-waf,chengdedeng-waf,0,0,3,54,0,0,0,57,0,2767,29,3,11,8,134,0,2,0,0,3068,3068
chenhaiyangs-mybatis-encrypt-plugin,chenhaiyangs-mybatis-encrypt-plugin,0,0,1,26,0,0,0,39,0,1172,49,0,3,7,99,1,0,1,0,1398,1398
chenjianjx-swagger2html,chenjianjx-swagger2html,0,0,31,271,0,0,0,134,1,11068,171,3,13,12,105,7,6,1,0,11823,11823
chenjianjx-wsdl2html,chenjianjx-wsdl2html,0,0,0,7,0,0,0,41,0,924,3,0,7,4,96,0,0,0,0,1082,1082
chocoteam-choco-graph,chocoteam-choco-graph,0,0,9584,3831,0,0,0,2478,283,3296,53,0,1150,1655,371,3533,9352,2,0,35588,35588
chrfrantz-DBSCAN,chrfrantz-DBSCAN,0,0,0,10,0,0,0,34,0,576,0,0,6,8,174,0,3,0,0,811,811
chriswhocodes-FreeLogJ,chriswhocodes-FreeLogJ,0,0,2,11,0,0,0,51,0,501,0,0,10,4,189,0,0,0,0,768,768
Chrriis-RRDiagram,Chrriis-RRDiagram,0,0,5,32,0,0,0,43,0,966,0,0,14,10,162,0,2,0,0,1234,1234
chyxion-table-to-xls,chyxion-table-to-xls,0,0,21,359,0,0,0,134,1,14463,452,10,19,17,248,2,6,1,0,15733,15733
cimiano-tbx2rdf,cimiano-tbx2rdf,0,0,9,151,0,0,0,81,0,4751,13,1,12,11,153,0,7,0,0,5189,5189
CiscoDevNet-stealthwatch-data-exporter,CiscoDevNet-stealthwatch-data-exporter,0,0,0,78,0,0,0,76,0,4506,34,2,5,6,152,0,0,0,0,4859,4859
cjmatta-kafka-connect-irc,cjmatta-kafka-connect-irc,0,0,1,12,0,0,0,47,0,1000,1,0,7,4,152,0,0,0,0,1224,1224
clarkchen-data_structure,clarkchen-data_structure,0,0,0,9,0,0,0,40,0,675,0,0,6,6,164,0,0,0,0,900,900
cliang97-HealthReport-WUT,cliang97-HealthReport-WUT,0,0,35,794,0,0,0,958,0,34201,748,29,19,27,224,7,17,0,0,37059,37059
cloudbees-diff4j,cloudbees-diff4j,0,0,2,51,0,0,0,47,0,1033,1,0,10,5,108,0,1,0,0,1258,1258
cloudbees-oss-zendesk-java-client,cloudbees-oss-zendesk-java-client,0,0,7,440,0,0,0,260,0,20671,262,17,11,12,224,0,4,2645,0,24553,24553
cloudiator-sword,core,0,0,3,77,0,0,0,87,0,3215,48,1,12,9,239,0,0,0,0,3691,3691
cloudiator-sword,jclouds,0,0,0,33,0,0,0,46,0,1173,7,1,6,8,172,0,0,0,0,1446,1446
cloudiator-visor,visor-base,0,0,0,2,0,0,0,38,0,424,1,0,0,1,0,0,0,0,0,466,466
cloudiator-visor,visor-sensors,0,0,0,5,0,0,0,39,0,430,0,0,11,3,114,0,0,0,0,602,602
cloudspannerecosystem-pgadapter,cloudspannerecosystem-pgadapter,0,0,223,119,0,0,0,326,0,12738,16,5,18,31,237,44,52,0,0,13809,13809
cm-heclouds-onenet-studio-api-java-sdk,cm-heclouds-onenet-studio-api-java-sdk,0,0,3,71,0,0,0,63,0,3296,607,3,10,9,230,0,1,0,0,4293,4293
cocolian-cocolian-nlp,cocolian-cocolian-nlp,0,0,9738,4168,0,0,0,4873,0,3026,319,0,327,520,452,1941,3437,0,0,28801,28801
CODAIT-stocator,CODAIT-stocator,0,0,189,1036,0,0,0,1007,3,71927,298,19,121,93,510,22,41,0,0,75266,75266
code4craft-xsoup,code4craft-xsoup,0,0,6,47,0,0,0,58,0,3085,138,5,5,11,71,0,2,0,0,3428,3428
codeclou-java-junit-xml-merger,codeclou-java-junit-xml-merger,0,0,5,61,0,0,0,198,0,3954,14,1,15,15,132,0,0,0,0,4395,4395
codedance-silken,codedance-silken,0,0,3,14,0,0,0,40,0,1085,25,0,8,10,100,0,1,0,0,1286,1286
codeforamerica-pdfparser,codeforamerica-pdfparser,0,0,5,144,0,0,0,99,0,5855,352,4,17,16,82,1,0,0,0,6575,6575
codeine-cd-codeine,codeine-cd-codeine,0,0,6,91,0,0,0,105,0,4340,79,2,13,7,246,0,0,0,0,4889,4889
codelibs-elasticsearch-dataformat,codelibs-elasticsearch-dataformat,0,0,723,8413,0,0,0,936,4,56176,2564,48,74,191,332,263,91,9029,0,78844,78844
codelibs-elasticsearch-dynarank,codelibs-elasticsearch-dynarank,0,0,20559,6137,0,0,0,8323,8,63307,3018,61,2994,1431,530,6338,2779,29099,0,144584,144584
codelibs-elasticsearch-langfield,codelibs-elasticsearch-langfield,0,0,1948,1786,0,0,0,2560,3,47283,2286,39,188,607,282,612,327,36470,0,94391,94391
codelibs-elasticsearch-sstmpl,codelibs-elasticsearch-sstmpl,0,0,2030,6436,0,0,0,1809,5,58742,2587,41,527,388,147,641,303,17553,0,91209,91209
codelibs-jcifs,codelibs-jcifs,0,0,1,82,0,0,0,127,0,3795,10,0,7,8,469,0,0,0,0,4499,4499
codelibs-jhighlight,codelibs-jhighlight,0,0,1,14,0,0,0,47,0,867,64,0,8,8,162,0,0,0,0,1171,1171
codelibs-ranklib,codelibs-ranklib,0,0,2,95,0,0,0,55,0,1794,0,0,9,6,91,2,8,20,0,2082,2082
codelion-gramtest,codelion-gramtest,0,0,6918,550,0,0,0,3088,0,1842,65,3,655,600,211,1576,2686,0,0,18194,18194
codepine-testrail-api-java-client,codepine-testrail-api-java-client,0,0,2,124,0,0,0,99,0,6384,45,1,12,10,73,1,4,0,0,6755,6755
coderodde-OrderStatisticTree,coderodde-OrderStatisticTree,0,0,12,23,0,0,0,52,2,969,0,0,6,10,136,0,4,0,0,1214,1214
CodeShield-Security-Log4JShell-Bytecode-Detector,CodeShield-Security-Log4JShell-Bytecode-Detector,0,0,33,505,0,0,0,95,0,1698,97,0,6,673,104,5,17,2,0,3235,3235
CodinGameCommunity-XmasRush,CodinGameCommunity-XmasRush,0,0,1,6,0,0,0,43,0,833,2,0,8,5,147,1,0,0,0,1046,1046
coekie-gentyref,coekie-gentyref,0,0,1,19,0,0,0,56,0,1674,4,0,8,7,400,0,0,0,0,2169,2169
coldnew-twse-captcha-solver-java,coldnew-twse-captcha-solver-java,0,0,4,84,0,0,0,46,0,2599,141,0,10,8,179,0,0,0,0,3071,3071
Col-E-Simple-Memory-Compiler,Col-E-Simple-Memory-Compiler,0,0,0,84,0,0,0,50,0,1782,0,0,11,7,170,0,0,0,0,2104,2104
confluentinc-castle,confluentinc-castle,0,0,0,0,0,0,0,76,0,1161,1,0,0,0,0,0,0,6375,0,7613,7613
confluentinc-kafka-connect-datagen,confluentinc-kafka-connect-datagen,0,0,2387,629,0,0,0,458,1,8846,209,6,277,761,239,950,1053,0,0,15816,15816
contentful-contentful.java,contentful-contentful.java,0,0,91,499,0,0,0,354,0,16449,149,6,37,24,228,19,25,216,0,18097,18097
contentful-contentful-management.java,contentful-contentful-management.java,0,0,26,209,0,0,0,159,0,12346,92,4,15,15,177,3,8,2429,0,15483,15483
conveyal-osm-lib,conveyal-osm-lib,0,0,3093,1596,0,0,0,1959,214,5982,125,2,4915,252,267,701,1976,1158,0,22240,22240
coralblocks-CoralME,coralblocks-CoralME,0,0,8,139,0,0,0,136,0,13513,21,2,14,11,456,0,1,0,0,14301,14301
corentin59-ArtNetStack,corentin59-ArtNetStack,0,0,0,0,0,0,0,35,0,354,2,0,5,4,125,0,0,0,0,525,525
Coreoz-PPT-Templates,Coreoz-PPT-Templates,0,0,35,241,0,0,0,98,1,9804,234,4,12,13,72,3,10,3,0,10530,10530
Coreoz-Wisp,Coreoz-Wisp,0,0,70,5567,0,0,0,209,1,4206,67,1,19,33,113,7,14,636,0,10943,10943
couchbaselabs-couchbase-capi-server,couchbaselabs-couchbase-capi-server,0,0,9,1031,0,0,0,81,0,7035,146,7,184,9,211,2,2,7,0,8724,8724
Coveros-GitHub-Sandbox-selenified,Coveros-GitHub-Sandbox-selenified,0,0,68,575,0,0,0,321,1,15574,536,15,25,20,120,12,31,10,0,17308,17308
cowtowncoder-java-cachemate,cowtowncoder-java-cachemate,0,0,549,95,0,0,0,67,0,508,0,0,20,19,144,72,128,0,0,1602,1602
cowtowncoder-java-uuid-generator,cowtowncoder-java-uuid-generator,0,0,2705,734,0,0,0,3857,0,679,2,0,65,208,81,280,945,66,0,9622,9622
cowtowncoder-low-gc-membuffers,cowtowncoder-low-gc-membuffers,0,0,3,160,0,0,0,74,0,748,26,0,11,12,184,1,127,0,0,1346,1346
c-rack-cbor-java,c-rack-cbor-java,0,0,166,47,0,0,0,72,10,1156,7,0,29,34,174,24,35,1,0,1755,1755
craigwblake-redline,craigwblake-redline,0,0,8,117,0,0,0,102,0,4932,20,5,17,13,83,0,4,0,0,5301,5301
crispab-javabuilderpattern,crispab-javabuilderpattern,0,0,2,13,0,0,0,49,0,1008,0,0,8,5,78,0,0,0,0,1163,1163
crossoverJie-distributed-redis-tool,crossoverJie-distributed-redis-tool,0,0,1,189,0,0,0,83,0,5544,75,2,12,7,120,0,0,0,0,6033,6033
crossoverJie-leetcode,crossoverJie-leetcode,0,0,2,5,0,0,0,48,0,492,1,0,6,9,125,0,0,0,0,688,688
Crozin-Wykop.pl-Java-SDK,Crozin-Wykop.pl-Java-SDK,0,0,2,5,0,0,0,48,0,1062,1,0,12,10,141,0,0,0,0,1281,1281
Cryptonomica-cryptonomica,Cryptonomica-cryptonomica,0,0,3,46,0,0,0,47,0,3442,22,3,11,5,104,0,1,0,0,3684,3684
ctapweb-AutoSubClause,ctapweb-AutoSubClause,0,0,5,344,0,0,0,319,0,8241,182,4,15,59,68,1,7,13793,0,23038,23038
cternes-openkeepass,cternes-openkeepass,0,0,156,484,0,0,0,125,0,4045,198,0,22,83,89,50,38,0,0,5290,5290
ctran-TinyRadius,ctran-TinyRadius,0,0,3,3,0,0,0,37,0,354,0,0,5,5,91,0,0,0,0,498,498
ctrl-alt-dev-tps-parse,ctrl-alt-dev-tps-parse,0,0,3,9656,0,0,0,57,2,1866,12,0,6,7,83,0,5,0,0,11697,11697
ctron-rpm-builder,ctron-rpm-builder,0,0,1,3,0,0,0,46,0,294,0,0,7,7,86,0,0,0,0,444,444
CubeEngine-Dirigent,CubeEngine-Dirigent,0,0,2,16,0,0,0,59,0,1069,1,0,13,7,129,2,0,0,0,1298,1298
CurrencyCloud-currencycloud-java,CurrencyCloud-currencycloud-java,0,0,264,22970,0,0,0,4313,2,24025,142,19,67,43,189,84,79,3,0,52200,52200
cutecharts-cutecharts.java,cutecharts-cutecharts.java,0,0,16,146,0,0,0,118,0,11583,17,2,14,11,107,2,4,0,0,12020,12020
cyberborean-rdfbeans,cyberborean-rdfbeans,0,0,19,165,0,0,0,89,1,7090,258,2,22,16,134,3,4,4,0,7807,7807
CycloneDX-cyclonedx-maven-plugin,CycloneDX-cyclonedx-maven-plugin,0,0,10,4185,0,0,0,442,0,12965,192,6,10,10,90,0,13,2,0,17925,17925
dadiyang-equator,dadiyang-equator,0,0,0,6,0,0,0,47,0,693,1,0,6,6,122,0,0,0,0,881,881
dadoonet-elasticsearch-beyonder,dadoonet-elasticsearch-beyonder,0,0,6,181,0,0,0,116,0,11298,119,7,11,10,91,0,0,0,0,11839,11839
daimuuc-CampusLife-SSM-,daimuuc-CampusLife-SSM-,0,0,28,16,0,0,0,500,0,13685,324,7,19,22,158,4,5,0,0,14768,14768
DaisyDiff-DaisyDiff,DaisyDiff-DaisyDiff,0,0,21,76,0,0,0,60,0,2720,19,0,10,8,56,1,2,0,0,2973,2973
daisy-jhyphen,daisy-jhyphen,0,0,2,16,0,0,0,45,0,717,0,0,6,5,140,0,0,0,0,931,931
damienclaveau-kafka-graphite,damienclaveau-kafka-graphite,0,0,0,158,0,0,0,81,0,5981,31,0,6,9,76,0,0,0,0,6342,6342
damnhandy-Handy-URI-Templates,damnhandy-Handy-URI-Templates,0,0,8,52200,0,0,0,99,0,7398,6,5,12,6,172,1,1,0,0,59908,59908
dampcake-bencode,dampcake-bencode,0,0,0,11,0,0,0,68,2,1392,3,0,5,11,169,0,1,0,0,1662,1662
danieldk-dictomaton,danieldk-dictomaton,0,0,14210,2699,0,0,0,9246,100,1814,50,0,1191,1586,987,3964,3390,0,0,39237,39237
danielwegener-logback-kafka-appender,danielwegener-logback-kafka-appender,0,0,26,225,0,0,0,97,0,14709,48,7,15,10,276,1,11,1,0,15426,15426
dano-vertx-zeromq,dano-vertx-zeromq,0,0,3,103,0,0,0,106,0,4047,51,0,14,8,345,0,0,2482,0,7159,7159
darmiel-eeee,darmiel-eeee,0,0,1,29,0,0,0,37,0,845,2,0,14,6,87,0,3,0,0,1024,1024
dart-maven-plugin-dart-maven-plugin,dart-maven-plugin-dart-maven-plugin,0,0,2,19,0,0,0,59,0,1863,2,0,6,7,195,0,0,0,0,2153,2153
DataDog-java-dogstatsd-client,DataDog-java-dogstatsd-client,0,0,2,119,0,0,0,114,0,4208,22,0,11,8,143,1,0,32536,0,37164,37164
DataDog-jmeter-datadog-backend-listener,DataDog-jmeter-datadog-backend-listener,0,0,59,344,0,0,0,397,0,32332,184,19,21,22,118,6,21,1165,0,34688,34688
datastax-native-protocol,datastax-native-protocol,0,0,47,509,0,0,0,162,0,15251,25,0,15,19,125,11,38,0,0,16202,16202
datoin-http-requests,datoin-http-requests,0,0,4,955,0,0,0,83,0,4403,207,1,13,9,103,0,0,4,0,5782,5782
davidB-scala-maven-plugin,davidB-scala-maven-plugin,0,0,2,9,0,0,0,43,0,902,2,0,11,7,60,0,0,0,0,1036,1036
DavidHerBet-java-codility,DavidHerBet-java-codility,0,0,3,16,0,0,0,50,0,774,1,0,8,4,200,0,2,0,0,1058,1058
davidmoten-aws-maven-plugin,davidmoten-aws-maven-plugin,0,0,0,69,0,0,0,53,0,5494,9,3,8,8,53,0,0,0,0,5697,5697
davidmoten-bplustree,davidmoten-bplustree,0,0,9456,4344,0,0,0,4527,0,1456,2,0,624,258,288,1996,8103,0,0,31054,31054
davidmoten-guava-mini,davidmoten-guava-mini,0,0,1,9,0,0,0,44,0,682,0,0,7,5,156,0,0,0,0,904,904
davidmoten-predict4java,davidmoten-predict4java,0,0,0,52,0,0,0,68,0,2589,4,2,13,8,157,0,1,0,0,2894,2894
davidmoten-rtree,davidmoten-rtree,0,0,25036,2369,0,0,0,15688,93,17022,23,0,3489,15219,1157,5568,11648,247,0,97559,97559
davidmoten-rtree2,davidmoten-rtree2,0,0,7558,1577,0,0,0,5425,70,13414,20,5,815,21982,543,952,2488,1,0,54850,54850
davidmoten-rtree-multi,davidmoten-rtree-multi,0,0,8193,1910,0,0,0,5621,69,15199,24,5,747,17447,396,2124,2790,2,0,54527,54527
davidmoten-rxjava2-file,davidmoten-rxjava2-file,0,0,1,19415,0,0,0,55,0,2928,1,0,7,9,129,0,0,0,0,22545,22545
davidmoten-rxjava-jdbc,davidmoten-rxjava-jdbc,0,0,72,477,0,0,0,248,0,17591,26,4,31,28,251,21,23,649,0,19421,19421
davidmoten-rxjava-slf4j,davidmoten-rxjava-slf4j,0,0,20,675,0,0,0,119,0,15076,26,0,9,12,172,1,3,1,0,16114,16114
davidmoten-word-wrap,davidmoten-word-wrap,0,0,3,27,0,0,0,70,21,823,1,0,11,10,86,2,1,0,0,1055,1055
dbaggott-newrelic-dropwizard,dbaggott-newrelic-dropwizard,0,0,29,215,0,0,0,143,0,9678,170,14,12,15,140,1,12,0,0,10429,10429
ddopson-java-class-enumerator,ddopson-java-class-enumerator,0,0,0,3,0,0,0,41,0,516,1,0,6,6,140,0,0,0,0,713,713
delthas-JavaMP3,delthas-JavaMP3,0,0,78,653,0,0,0,45,0,510,0,0,58,56,162,73,561,0,0,2196,2196
demidenko05-beigesoft-accounting,demidenko05-beigesoft-accounting,0,0,0,6,0,0,0,36,0,592,2,0,9,7,199,0,1,0,0,852,852
demidenko05-beigesoft-webstore,demidenko05-beigesoft-webstore,0,0,0,7,0,0,0,51,0,1079,1,0,4,6,135,0,1,0,0,1284,1284
de-mklinger-tomcat-juli-slf4j,de-mklinger-tomcat-juli-slf4j,0,0,1,3,0,0,0,48,0,794,2,0,8,6,159,0,0,0,0,1021,1021
deniswsrosa-liquicouch,deniswsrosa-liquicouch,0,0,1,55,0,0,0,80,0,2978,37,4,14,7,245,1,0,0,0,3422,3422
denniskniep-GQLRaider,denniskniep-GQLRaider,0,0,5,60,0,0,0,60,0,3870,67,1,7,11,67,0,1,0,0,4149,4149
DenzelCode-AdvancedSQL,DenzelCode-AdvancedSQL,0,0,1,8040,0,0,0,53,1,2190,6,0,15,7,92,0,1,1,0,10407,10407
dev-aspectj-aspectj-maven-plugin,dev-aspectj-aspectj-maven-plugin,0,0,264,242,0,0,0,535,23,10841,404,30,49,652,98,242,94,3,0,13477,13477
devcon5io-mutation-analysis-plugin,devcon5io-mutation-analysis-plugin,0,0,76,416,0,0,0,221,0,23717,67,9,22,15,210,12,10,0,0,24775,24775
devnied-Bit-lib4j,devnied-Bit-lib4j,0,0,1,24,0,0,0,51,0,1236,5,0,4,7,178,0,0,0,0,1506,1506
devopshydclub-vprofile-project,devopshydclub-vprofile-project,0,0,17,295,0,0,0,126,0,13880,208,10,21,11,141,1,1,0,0,14711,14711
devopshydclub-vprofile-repo,devopshydclub-vprofile-repo,0,0,7,249,0,0,0,115,0,10319,205,15,17,12,141,1,3,0,0,11084,11084
dgroup-docker-unittests,dgroup-docker-unittests,0,0,13,788,0,0,0,159,3,15955,216,11,16,15,170,5,6,245,0,17602,17602
dgroup-laconic-velocity,dgroup-laconic-velocity,0,0,4,36,0,0,0,49,0,2099,159,0,7,8,74,1,0,0,0,2437,2437
dhananjaypatkar-kafka-connect-phoenix,dhananjaypatkar-kafka-connect-phoenix,0,0,3,96,0,0,0,82,0,6091,10,0,10,4,140,0,0,0,0,6436,6436
dhatim-business-hours-java,dhatim-business-hours-java,0,0,766,104,0,0,0,298,12,723,29,0,88,107,319,84,150,0,0,2680,2680
dibbhatt-kafka-spark-consumer,dibbhatt-kafka-spark-consumer,0,0,1,16,0,0,0,34,0,826,6,1,7,5,147,0,0,0,0,1043,1043
didi-benchmark-thrift,didi-benchmark-thrift,0,0,218,5635,0,0,0,108,0,8237,485,8,28,13,116,81,30,0,0,14959,14959
digipost-http-client-builder,digipost-http-client-builder,0,0,1,7,0,0,0,78,0,458,1,0,6,6,68,0,0,0,0,625,625
digitalfondue-npjt-extra,digitalfondue-npjt-extra,0,0,19,74,0,0,0,363,1,12034,162,6,15,11,184,2,3,1,0,12875,12875
digitalheir-java-nfa,digitalheir-java-nfa,0,0,2,33,0,0,0,62,1,2152,73,0,8,11,200,0,0,0,0,2542,2542
DigitalPebble-TextClassification,DigitalPebble-TextClassification,0,0,2,17,0,0,0,42,0,742,5,0,6,7,70,0,0,0,0,891,891
digitalpetri-opc-ua-nodeset-parser,digitalpetri-opc-ua-nodeset-parser,0,0,3,205,0,0,0,83,0,1803,56,1,9,6,102,0,5,1,0,2274,2274
digital-preservation-utf8-validator,digital-preservation-utf8-validator,0,0,2,3,0,0,0,41,0,538,1,0,15,5,165,0,0,0,0,770,770
dikhan-pagerduty-client,dikhan-pagerduty-client,0,0,34,63976,0,0,0,665,0,12551,384,6,72,53,207,9,11,4360,0,82328,82328
dingjs-javaagent,dingjs-javaagent,0,0,1,15,0,0,0,59,0,1340,1,0,7,4,123,0,0,0,0,1550,1550
dizitart-jbus,dizitart-jbus,0,0,36,967,0,0,0,396,0,28601,45,2,20,20,519,7,18,0,0,30631,30631
dkellenb-formula-evaluator,dkellenb-formula-evaluator,0,0,4,19,0,0,0,70,1,1703,12,1,12,7,223,0,0,0,0,2052,2052
dmak-jaxb-xew-plugin,dmak-jaxb-xew-plugin,0,0,178,2,0,0,0,981,0,19997,87,3,16,22,226,24,17,1,0,21554,21554
dmcg-okey-doke,dmcg-okey-doke,0,0,1,8,0,0,0,92,0,1340,2,0,3,10,217,0,0,0,0,1673,1673
dmeoli-WS4J,dmeoli-WS4J,0,0,215,942,0,0,0,268,1,3122,2,2,26,19,70,31,45,0,0,4743,4743
dmitry-zhuravlev-jooq-postgis-spatial,dmitry-zhuravlev-jooq-postgis-spatial,0,0,2,2,0,0,0,51,0,554,1,0,9,5,66,0,0,2,0,692,692
dnsjava-dnsjava,dnsjava-dnsjava,0,0,625,1169,0,0,0,1157,9,32815,185,4,91,92,146,128,312,6235,0,42968,42968
Doccrazy-keycloak-protocol-cas,Doccrazy-keycloak-protocol-cas,0,0,4,251,0,0,0,101,0,7844,101,8,9,6,162,0,0,0,0,8486,8486
domclick-kafka-logback,domclick-kafka-logback,0,0,49,201,0,0,0,111,0,10853,47,1,15,12,185,12,5,0,0,11491,11491
dpaukov-combinatoricslib,dpaukov-combinatoricslib,0,0,92,125,0,0,0,56,0,1600,5,0,22,15,175,20,231,0,0,2341,2341
dperezcabrera-jpoker,dperezcabrera-jpoker,0,0,14307,1026,0,0,0,5842,0,7324,27,5,316,363,207,1733,2517,0,0,33667,33667
d-plaindoux-suitcase,d-plaindoux-suitcase,0,0,1,37,0,0,0,60,0,1781,0,0,11,5,58,0,0,0,0,1953,1953
