project,module,STANDARD_LIB,JAVAMOP,RVMONITOR,PROJECT,THIRD_PARTY_LIB,NATIVE,ASPECTJ,OTHER,VIOLATION,ASPECTJ_INSTRUMENTATION,ASPECTJ_RUNTIME,ASPECTJ_OTHER,MONITORING,SPECIFICATION,MOP_AND_AJC,RVMONITOR_LOCK,MONITORING_LOCK,LOCK,UNKNOWN,sum manual,sum profiler
Workday-timeseries-forecast,Workday-timeseries-forecast,0,0,25,247,0,0,0,49,0,440,2,0,8,10,124,0,19,23,0,947,947
wso2-config-mapper,wso2-config-mapper,0,0,20,294,0,0,0,132,0,11973,518,11,13,15,140,2,6,2,0,13126,13126
wstrange-GoogleAuth,wstrange-GoogleAuth,0,0,1,15,0,0,0,41,0,763,1,0,7,5,179,1,1,0,0,1014,1014
wttech-Maven-CRX-Plugin,wttech-Maven-CRX-Plugin,0,0,1,36,0,0,0,43,0,2943,6,1,9,7,61,0,0,0,0,3107,3107
wuba-LPA-Detector,wuba-LPA-Detector,0,0,31,972,0,0,0,547,0,32686,1226,11,29,22,245,2,10,9402,0,45183,45183
wxynihao-book118-downloader,wxynihao-book118-downloader,0,0,21,14814,0,0,0,78,1,6004,472,5,15,20,93,18,40,1,0,21582,21582
xcbeyond-ConferenceTrackManagement,xcbeyond-ConferenceTrackManagement,0,0,2,9,0,0,0,38,0,631,8,0,10,6,62,0,0,0,0,766,766
Xchuanshuo-LiteNESEmulator,Xchuanshuo-LiteNESEmulator,0,0,0,12,0,0,0,50,0,1067,61,0,8,4,214,0,1,0,0,1417,1417
xcsp3team-XCSP3-Java-Tools,xcsp3team-XCSP3-Java-Tools,0,0,755,674,0,0,0,109,1,2400,33,1,32,30,82,174,62,0,0,4353,4353
xdwangwei-atguigu_ssm_crud,xdwangwei-atguigu_ssm_crud,0,0,8,0,0,0,0,386,0,11111,205,3,12,7,104,0,1,2,0,11839,11839
xebia-Xebium,xebia-Xebium,0,0,13,226,0,0,0,369,0,14950,22,1,13,7,59,0,1,0,0,15661,15661
xianfengyi-ExprEngine,xianfengyi-ExprEngine,0,0,9,43,0,0,0,44,0,1902,95,1,12,7,179,0,5,0,0,2297,2297
xiangbohua-scales-bridge,xiangbohua-scales-bridge,0,0,1,4,0,0,0,39,0,540,0,1,8,6,173,0,0,0,0,772,772
xingePush-xinge-api-java,xingePush-xinge-api-java,0,0,7,52240,0,0,0,86,0,6592,10,1,14,11,184,0,1,0,0,59146,59146
xjodoin-torpedoquery,xjodoin-torpedoquery,0,0,25,155,0,0,0,104,1,12650,24,3,15,12,215,4,6,0,0,13214,13214
xnnyygn-dynamic-log-level,xnnyygn-dynamic-log-level,0,0,1,11,0,0,0,55,0,1109,5,0,6,5,94,0,0,0,0,1286,1286
xspec-xspec-maven-plugin-1,xspec-xspec-maven-plugin-1,0,0,13260,2645,0,0,0,7888,3,37666,386,18,444,516,502,1519,1896,0,0,66743,66743
xuanbo-dag-executor,xuanbo-dag-executor,0,0,5,3152,0,0,0,719,0,1130,87,0,26,7,77,0,0,0,0,5203,5203
xuminwlt-j360-tools,xuminwlt-j360-tools,0,0,3,15,0,0,0,43,0,1101,0,0,6,7,51,0,0,0,0,1226,1226
XUranus-lightsocks-java,XUranus-lightsocks-java,0,0,4,25,0,0,0,44,0,1717,76,1,7,11,240,0,0,0,0,2125,2125
yagarea-java-chat,yagarea-java-chat,0,0,1,4,0,0,0,41,0,736,1,0,8,5,166,0,0,0,0,962,962
yanceyZhang-wx-chatbot,yanceyZhang-wx-chatbot,0,0,3,1442,0,0,0,85,0,6499,706,4,12,9,180,0,2,0,0,8942,8942
yawkat-reflect,yawkat-reflect,0,0,1,1,0,0,0,34,0,452,0,0,7,5,125,0,0,0,0,625,625
ycdtbs-Face-recognition-login,ycdtbs-Face-recognition-login,0,0,58,233,0,0,0,984,0,31908,348,17,21,20,221,8,18,0,0,33836,33836
yegor256-cactoos,yegor256-cactoos,0,0,52,1138,0,0,0,448,6,4182,123,3,324,12,176,25,34,788,0,7311,7311
yfpeng-pengyifan-leetcode,yfpeng-pengyifan-leetcode,0,0,2,25,0,0,0,72,0,1340,1,1,9,12,81,0,0,0,0,1543,1543
yichen0831-OpenCC-Java,yichen0831-OpenCC-Java,0,0,3,73,0,0,0,65,0,1797,10,0,9,13,204,1,12,0,0,2187,2187
yinlou-mltk,yinlou-mltk,0,0,7,77,0,0,0,72,0,1936,32,0,13,35,157,3,35,0,0,2367,2367
yomorun-hashids-java,yomorun-hashids-java,0,0,975,52,0,0,0,337,0,523,0,0,105,265,181,307,21,0,0,2766,2766
ysc-word,ysc-word,0,0,1043,3627,0,0,0,551,27,8623,867,9,14615,8434,212,81,33659,0,0,71748,71748
Yubico-yubico-j,Yubico-yubico-j,0,0,0,12,0,0,0,39,0,634,1,0,4,5,174,0,0,0,0,869,869
YuboLong-MyLive,YuboLong-MyLive,0,0,3,85,0,0,0,105,0,4350,64,5,11,7,203,0,0,0,0,4833,4833
yuqi1129-calcite-test,yuqi1129-calcite-test,0,0,2,135,0,0,0,108,0,9921,225,11,12,7,140,0,1,0,0,10562,10562
yurelle-Base45Encoder,yurelle-Base45Encoder,0,0,7,182,0,0,0,210,0,519,94,0,92,102,158,0,737,0,0,2101,2101
zafarkhaja-jsemver,zafarkhaja-jsemver,0,0,6,9,0,0,0,210,0,1697,0,0,9,9,169,0,0,0,0,2109,2109
zalandoresearch-zap,zalandoresearch-zap,0,0,1036,6255,0,0,0,2956,1,30216,712,25,612,94,223,341,1187,0,0,43658,43658
zalando-stups-java-sproc-wrapper,zalando-stups-java-sproc-wrapper,0,0,0,25,0,0,0,126,0,1415,7,0,13,8,79,0,0,14139,0,15812,15812
zencoder-zencoder-java,zencoder-zencoder-java,0,0,16,7030,0,0,0,114,0,5056,165,2,16,10,65,2,5,1,0,12482,12482
zeroturnaround-maven-jrebel-plugin,zeroturnaround-maven-jrebel-plugin,0,0,1,12,0,0,0,49,0,799,0,0,2,8,147,0,0,0,0,1018,1018
zeroturnaround-zt-process-killer,zeroturnaround-zt-process-killer,0,0,2,2895,0,0,0,69,0,2925,28,1,9,5,225,0,0,9110,0,15269,15269
zerouwar-Octopus,zerouwar-Octopus,0,0,14,345,0,0,0,159,1,13112,514,6,19,11,250,5,5,0,0,14441,14441
Zettelkasten-Team-Zettelkasten,Zettelkasten-Team-Zettelkasten,0,0,7,85,0,0,0,150,0,3717,96,1,12,9,76,1,3,0,0,4157,4157
zhanyeye-DesSim,zhanyeye-DesSim,0,0,6,123,0,0,0,78,1,5716,48,7,16,7,335,0,0,0,0,6337,6337
zhaolihe-useragent-parser,zhaolihe-useragent-parser,0,0,34,112,0,0,0,80,0,5824,409,4,14,16,188,3,10,0,0,6694,6694
zheng93775-mysql-lock,zheng93775-mysql-lock,0,0,0,5294,0,0,0,61,0,704,33,0,6,7,56,0,0,0,0,6161,6161
zhining-lu-netty-websocket-proxy,zhining-lu-netty-websocket-proxy,0,0,3,128,0,0,0,88,0,6088,121,2,9,9,92,0,5,1,0,6546,6546
zhixiangli-code-similarity,zhixiangli-code-similarity,0,0,1,10,0,0,0,47,0,676,167,0,8,5,61,0,0,0,0,975,975
ZhongAnTech-dmds,ZhongAnTech-dmds,0,0,3,77,0,0,0,80,0,6376,5,7,7,8,186,0,0,0,0,6749,6749
zhongxunking-sync,zhongxunking-sync,0,0,1,20,0,0,0,49,0,953,0,0,8,7,72,0,1,303,0,1414,1414
zhoujianling-PointCloudUtilities,zhoujianling-PointCloudUtilities,0,0,1829,2021,0,0,0,592,1,3043,1,1,247,657,232,80,4168,0,0,12872,12872
zhuweitung-banana-helper,zhuweitung-banana-helper,0,0,5,117,0,0,0,93,0,5898,44,2,15,14,78,1,1,1,0,6269,6269
zihluwang-opensource-core,zihluwang-opensource-core,0,0,3,33,0,0,0,56,0,2253,28,0,6,7,220,0,0,0,0,2606,2606
Zlika-reproducible-build-maven-plugin,Zlika-reproducible-build-maven-plugin,0,0,4,51,0,0,0,55,0,2303,216,1,13,5,181,0,0,0,0,2829,2829
zman2013-scuttlebutt,zman2013-scuttlebutt,0,0,3,130,0,0,0,153,0,13015,45,4,19,11,264,0,2,0,0,13646,13646
ZsBT-mrz-java,ZsBT-mrz-java,0,0,0,18,0,0,0,46,0,1127,63,0,8,5,99,0,3,1,0,1370,1370
ztelur-consistent-hash-algorithm,ztelur-consistent-hash-algorithm,0,0,4,63,0,0,0,37,0,345,0,0,10,10,95,0,12,0,0,576,576
