berlam/github-bucket,60,12,FALSE
bernardosulzbach/dungeon,138,53,FALSE
berndporr/iirj,131,35,FALSE
BestCreater/SSM,18,9,FALSE
bestyize/DoubanAPI,59,22,FALSE
beyonddream/JRAKE,10,5,FALSE
bfh-evg/unicrypt,11,8,FALSE
bgandon/juli-to-slf4j,13,2,FALSE
binance/binance-connector-java,313,136,FALSE
binance/binance-futures-connector-java,92,52,FALSE
BingAds/BingAds-Java-SDK,39,45,FALSE
binghe001/mykit-holiday,23,4,FALSE
bingoohuang/excel2javabeans,18,6,FALSE
bingoohuang/westid,5,5,FALSE
biouno/figshare-java-api,1,1,FALSE
biouno/pbs-java-api,9,7,FALSE
bkatwal/kafka-solr-sink-connector,11,1,FALSE
bkatwal/kafka-util,11,13,FALSE
bkiers/atlas,13,5,FALSE
blackbeard334/djoom3,57,9,FALSE
blackdoor/hate,23,6,FALSE
Blazemeter/xtn5250,10,6,FALSE
blinkfox/jpack-maven-plugin,52,13,FALSE
blinkfox/mini-table,19,6,FALSE
blinkfox/zealot,150,39,FALSE
blueapron/kafka-connect-protobuf-converter,94,55,FALSE
bluemix/NumberToArabicWords,50,16,FALSE
bmatthews68/ldapunit,12,3,FALSE
bmwcarit/hmm-lib,87,22,FALSE
bohnman/squiggly,294,75,FALSE
bonnyfone/vectalign,2031,161,FALSE
bookshelfdave/etp,17,5,FALSE
bouncestorage/chaos-http-proxy,142,12,FALSE
bpodgursky/jbool_expressions,146,54,FALSE
bpsm/edn-java,100,24,FALSE
braintree/braintree_java,154,110,FALSE
bremersee/sms,0,0,FALSE
brettwooldridge/SparseBitSet,248,31,FALSE
bruceran/krpc,47,22,FALSE
brutusin/commons,0,0,FALSE
brutusin/instrumentation,47,10,FALSE
bserdar/jcliff,43,26,FALSE
btrekkie/dynamic-connectivity,17,2,FALSE
btrplace/scheduler,53,13,FALSE
bubuntux/poker-engine,26,27,FALSE
buddy-works/simple-java-project,17,667,FALSE
budhash/cliche,27,13,FALSE
c-rack/cbor-java,110,24,FALSE
c0ny1/captcha-killer,828,123,FALSE
camunda/camunda-xml-model,3,8,FALSE
Cantara/Java-Auto-Update,46,13,FALSE
carlosbritojun/jflunt,14,4,FALSE
carlostse/jopencc,12,3,FALSE
CarmJos/AliDDNS-Updater,14,6,FALSE
casbin/jcasbin,2296,450,FALSE
casid/jusecase,13,2,FALSE
cbartosiak/bson-codecs-jsr310,20,2,FALSE
cellsrg/tabbypdf,37,15,FALSE
Celos/avro-json-decoder,28,17,FALSE
CeON/spark-utils,11,0,FALSE
ceridwen-com/ceridwen-standard-interchange-protocol-library,22,15,FALSE
cescoffier/vertx-completable-future,81,27,FALSE
ChannelApe/shopify-sdk,147,107,FALSE
Chatanga/Girinoscope,53,9,FALSE
chengdedeng/waf,668,205,FALSE
chenhaiyangs/mybatis-encrypt-plugin,143,65,FALSE
chenjianjx/swagger2html,29,13,FALSE
chenjianjx/wsdl2html,69,27,FALSE
chocoteam/choco-graph,12,6,FALSE
chrfrantz/DBSCAN,32,14,FALSE
chriswhocodes/FreeLogJ,11,2,FALSE
Chrriis/RRDiagram,142,30,FALSE
chyxion/table-to-xls,20,8,FALSE
cimiano/tbx2rdf,11,8,FALSE
CiscoDevNet/stealthwatch-data-exporter,12,3,FALSE
cjmatta/kafka-connect-irc,11,5,FALSE
clarkchen/data_structure,64,22,FALSE
cliang97/HealthReport-WUT,10,1,FALSE
cloudbees/diff4j,23,19,FALSE
cloudbees-oss/zendesk-java-client,151,249,FALSE
cloudiator/sword,2,1,FALSE
cloudiator/visor,4,6,FALSE
cloudspannerecosystem/pgadapter,14,7,FALSE
cm-heclouds/onenet-studio-api-java-sdk,19,1,FALSE
cocolian/cocolian-nlp,23,26,FALSE
CODAIT/stocator,110,75,FALSE
code4craft/xsoup,462,154,FALSE
codeclou/java-junit-xml-merger,13,2,FALSE
codedance/silken,25,8,FALSE
codeforamerica/pdfparser,11,6,FALSE
codeine-cd/codeine,28,7,FALSE
codelibs/elasticsearch-dataformat,143,36,FALSE
codelibs/elasticsearch-dynarank,55,15,FALSE
codelibs/elasticsearch-langfield,13,3,FALSE
codelibs/elasticsearch-sstmpl,3,2,FALSE
codelibs/jcifs,207,52,FALSE
codelibs/jhighlight,18,4,FALSE
codelibs/ranklib,93,22,FALSE
codelion/gramtest,84,17,FALSE
codepine/testrail-api-java-client,63,55,FALSE
coderodde/OrderStatisticTree,12,3,FALSE
CodeShield-Security/Log4JShell-Bytecode-Detector,50,8,FALSE
CodinGameCommunity/XmasRush,12,3,FALSE
coekie/gentyref,17,22,FALSE
Col-E/Simple-Memory-Compiler,19,3,FALSE
coldnew/twse-captcha-solver-java,35,16,FALSE
confluentinc/castle,11,14,FALSE
confluentinc/kafka-connect-datagen,167,77,FALSE
contentful/contentful-management.java,25,26,FALSE
contentful/contentful.java,73,52,FALSE
conveyal/osm-lib,35,11,FALSE
coralblocks/CoralME,20,6,FALSE
corentin59/ArtNetStack,17,17,FALSE
Coreoz/PPT-Templates,26,12,FALSE
Coreoz/Wisp,121,23,FALSE
couchbaselabs/couchbase-capi-server,17,11,FALSE
Coveros-GitHub-Sandbox/selenified,41,11,FALSE
cowtowncoder/java-cachemate,21,6,FALSE
cowtowncoder/java-uuid-generator,631,102,FALSE
cowtowncoder/low-gc-membuffers,133,18,FALSE
craigwblake/redline,128,139,FALSE
crispab/javabuilderpattern,20,7,FALSE
crossoverJie/distributed-redis-tool,608,310,FALSE
crossoverJie/leetcode,51,34,FALSE
Crozin/Wykop.pl-Java-SDK,17,7,FALSE
Cryptonomica/cryptonomica,28,8,FALSE
ctapweb/AutoSubClause,10,1,FALSE
cternes/openkeepass,134,39,FALSE
ctran/TinyRadius,122,108,FALSE
ctrl-alt-dev/tps-parse,74,31,FALSE
ctron/rpm-builder,56,32,FALSE
CubeEngine/Dirigent,4,0,FALSE
CurrencyCloud/currencycloud-java,16,37,FALSE
cutecharts/cutecharts.java,11,2,FALSE
cyberborean/rdfbeans,10,11,FALSE
CycloneDX/cyclonedx-maven-plugin,253,82,FALSE
d-plaindoux/suitcase,20,1,FALSE
dadiyang/equator,226,76,FALSE
dadoonet/elasticsearch-beyonder,48,22,FALSE
daimuuc/CampusLife-SSM-,14,4,FALSE
daisy/jhyphen,1,1,FALSE
DaisyDiff/DaisyDiff,77,62,FALSE
dakusui/jcunit,76,9,FALSE
damienclaveau/kafka-graphite,94,52,FALSE
damnhandy/Handy-URI-Templates,204,38,FALSE
dampcake/bencode,63,16,FALSE
danieldk/dictomaton,130,9,FALSE
danielwegener/logback-kafka-appender,633,261,FALSE
dano/vertx-zeromq,12,2,FALSE
darmiel/eeee,10,1,FALSE
dart-maven-plugin/dart-maven-plugin,43,21,FALSE
DataDog/java-dogstatsd-client,170,104,FALSE
DataDog/jmeter-datadog-backend-listener,11,14,FALSE
datastax/native-protocol,14,15,FALSE
datoin/http-requests,3,0,FALSE
davidB/scala-maven-plugin,542,152,FALSE
DavidHerBet/java-codility,14,8,FALSE
davidmoten/aws-maven-plugin,27,10,FALSE
davidmoten/bplustree,40,8,FALSE
davidmoten/guava-mini,12,4,FALSE
davidmoten/predict4java,46,17,FALSE
davidmoten/rtree,1060,212,FALSE
davidmoten/rtree-multi,48,9,FALSE
davidmoten/rtree2,80,11,FALSE
davidmoten/rxjava-jdbc,807,115,FALSE
davidmoten/rxjava-slf4j,24,2,FALSE
davidmoten/rxjava2-file,13,0,FALSE
davidmoten/word-wrap,27,8,FALSE
dbaggott/newrelic-dropwizard,14,2,FALSE
ddopson/java-class-enumerator,43,17,FALSE
de-mklinger/tomcat-juli-slf4j,2,1,FALSE
delthas/JavaMP3,50,14,FALSE
demidenko05/beigesoft-accounting,1,0,FALSE
demidenko05/beigesoft-webstore,0,0,FALSE
deniswsrosa/liquicouch,15,2,FALSE
denniskniep/GQLRaider,22,14,FALSE
DenzelCode/AdvancedSQL,31,6,FALSE
dev-aspectj/aspectj-maven-plugin,38,9,FALSE
devcon5io/mutation-analysis-plugin,27,16,FALSE
devnied/Bit-lib4j,57,28,FALSE
devopshydclub/vprofile-project,1862,7144,FALSE
devopshydclub/vprofile-repo,81,805,FALSE
dgroup/docker-unittests,35,4,FALSE
dgroup/laconic-velocity,10,2,FALSE
dhananjaypatkar/kafka-connect-phoenix,10,8,FALSE
dhatim/business-hours-java,26,6,FALSE
dibbhatt/kafka-spark-consumer,629,324,FALSE
didi/benchmark-thrift,44,9,FALSE
digipost/http-client-builder,0,0,FALSE
digital-preservation/utf8-validator,17,7,FALSE
digitalfondue/npjt-extra,22,2,FALSE
digitalheir/java-nfa,11,3,FALSE
DigitalPebble/TextClassification,48,21,FALSE
digitalpetri/opc-ua-nodeset-parser,19,9,FALSE
dikhan/pagerduty-client,22,26,FALSE
dingjs/javaagent,369,157,FALSE
DiUS/java-faker,4484,831,FALSE
dizitart/jbus,10,2,FALSE
dkellenb/formula-evaluator,14,1,FALSE
dmak/jaxb-xew-plugin,99,33,FALSE
dmcg/okey-doke,37,4,FALSE
dmeoli/WS4J,20,6,FALSE
dmitry-zhuravlev/jooq-postgis-spatial,24,11,FALSE
dnsjava/dnsjava,859,231,FALSE
Doccrazy/keycloak-protocol-cas,66,30,FALSE
domclick/kafka-logback,36,12,FALSE
dpaukov/combinatoricslib,87,15,FALSE
dperezcabrera/jpoker,35,10,FALSE
dpressel/sgdtk,21,14,FALSE
dreezey/argon2-password-hash-provider,24,15,FALSE
DReichLab/ADNA-Tools,15,1,FALSE
Driftt/EmailReplyParser,24,15,FALSE
drmacro/wordinator,35,7,FALSE
dropwizard/dropwizard-elasticsearch,59,43,FALSE
dropwizard/dropwizard-health,17,6,FALSE
dsc-cmt/cmt-statemachine,50,18,FALSE
dspinellis/ckjm,87,39,FALSE
dsyer/spring-security-rsa,31,18,FALSE
dubasdey/portable-ftp-server,45,16,FALSE
dubin555/Kafka-Insight,24,4,FALSE
duguying/pinyin,10,4,FALSE
duma-repo/manis-study,25,7,FALSE
dyng/polling,36,5,FALSE
e-gineering/gitflow-helper-maven-plugin,76,21,FALSE
earcut4j/earcut4j,25,17,FALSE
eBay/bsonpatch,37,16,FALSE
eBay/FeedSDK,21,24,FALSE
eBay/json-comparison,60,19,FALSE
ECharts-Java/ECharts-Java,285,52,FALSE
echisan/wbp4j,49,11,FALSE
ecki/et-otp,24,5,FALSE
eclipse/jbom,104,4,FALSE
edagarli/azeroth-event,17,2,FALSE
edgexfoundry/support-rulesengine,19,25,FALSE
eightbitjim/cassette-nibbler,10,0,FALSE
EladLeev/KeyToField-smt,15,0,FALSE
elasql/elasql,19,9,FALSE
elasticpath/json-unmarshaller,30,10,FALSE
ElectronicChartCentre/java-vector-tile,172,67,FALSE
EnterpriseQualityCoding/FizzBuzzEnterpriseEdition,20198,755,FALSE
entrusc/xdata,2,0,FALSE
eolinker/sql2dsl,13,5,FALSE
erdtman/java-json-canonicalization,14,4,FALSE
errai/errai,274,189,FALSE
esamson/logback-luhn-mask,16,6,FALSE
EsmerilProgramming/overtown,10,2,FALSE
EsotericSoftware/yamlbeans,558,147,FALSE
ethlo/jsons2xsd,76,40,FALSE
etsy/arbiter,48,19,FALSE
etsy/statsd-jvm-profiler,330,93,FALSE
eurekaclinical/datastore,0,3,FALSE
eurekaclinical/javautil,1,4,FALSE
everwatchsolutions/json-data-generator,393,178,FALSE
exchange-core/orderbook,14,16,FALSE
EXIficient/exificient-core,9,7,FALSE
ExpediaGroup/avro-compatibility,53,12,FALSE
ExpediaGroup/datasqueeze,18,7,FALSE
ExpediaGroup/jasvorno,18,6,FALSE
eyp/serfj,17,7,FALSE
f0ng/captcha-killer-modified,1097,127,FALSE
f4b6a3/ksuid-creator,28,3,FALSE
f4b6a3/tsid-creator,380,38,FALSE
f4b6a3/ulid-creator,264,28,FALSE
f4b6a3/uuid-creator,316,41,FALSE
fabric8io/docker-maven-plugin,1823,633,FALSE
facebook/facebook-java-business-sdk,377,313,FALSE
FAIRdom/RightField,30,14,FALSE
fanchaoo/forum,497,226,FALSE
fanchaoo/hahu,432,203,FALSE
fangyidong/json-simple,740,341,FALSE
fasseg/exp4j,462,165,FALSE
FasterXML/jackson-annotations,1000,325,FALSE
FasterXML/jackson-benchmarks,14,17,FALSE
FasterXML/jackson-core,2210,761,FALSE
FasterXML/java-classmate,256,44,FALSE
fcrepo-exts/fcrepo-import-export,15,19,FALSE
fdinoff/neovim-java-client,25,10,FALSE
FDMediagroep/hamcrest-jsoup,7,2,FALSE
feiYouLian/jpinyin,11,6,FALSE
FelixGail/gplaymusic,55,15,FALSE
fengwenyi/api-result,26,14,FALSE
ferstl/depgraph-maven-plugin,520,80,FALSE
ferstl/pedantic-pom-enforcers,54,9,FALSE
ferstl/spring-jdbc-oracle,6,4,FALSE
fhoeben/hsac-fitnesse-plugin,20,11,FALSE
figo-connect/java-figo,18,20,FALSE
fiji/AnalyzeSkeleton,24,19,FALSE
finmath/finmath-lib,463,169,FALSE
finn-no/retriable-kafka-consumer,10,3,FALSE
fizzed/jne,14,4,FALSE
flipkart-incubator/databuilderframework,21,29,FALSE
floppylab/markdown2document,25,6,FALSE
floverfelt/find-and-replace-maven-plugin,10,3,FALSE
flowscolors/kube-eventer4j,13,1,FALSE
Flying9001/pay,13,9,FALSE
forcedotcom/SiteCrawler,21,9,FALSE
forcedotcom/wsc,265,221,FALSE
fordfrog/ruian2pgsql,16,14,FALSE
forgemo/bittrex-java-client,31,21,FALSE
ForgeRock/OpenBanking-UK-Datamodel-Java-SDK,17,19,FALSE
ForteScarlet/Mock.java,44,4,FALSE
fortitudetec/sonar-ruby-plugin,18,6,FALSE
Francesco149/koohii,12,1,FALSE
francisdb/serviceloader-maven-plugin,47,15,FALSE
fraunhoferfokus/Fuzzino,60,12,FALSE
freva/ascii-table,112,12,FALSE
fsantiag/sonar-clojure,57,23,FALSE
Fundynamic/dune2themaker4j,58,19,FALSE
fusion-jena/JaroWinklerSimilarity,14,6,FALSE
fuzziness/kabeja,109,72,FALSE
fzakaria/ascii85,16,10,FALSE
g4dpz/predict4java,11,8,FALSE
g4s8/cactoos-crypto,14,1,FALSE
gabrie-allaigre/sonar-gitlab-plugin,708,209,FALSE
games647/ColorConsole,14,3,FALSE
ganskef/LittleProxy-mitm,214,96,FALSE
GaoLeiQin/SwordOffer,371,150,FALSE
gaols/reduce-rule,38,20,FALSE
gatanaso/multiselect-combo-box-flow,30,26,FALSE
gchq/synthetic-data-generator,20,5,FALSE
GeBeater/dozer-jdk8-support,16,8,FALSE
geftimov/hadoop-map-reduce-patterns,72,53,FALSE
george-haddad/cardme,19,5,FALSE
geosolutions-it/geoserver-manager,242,224,FALSE
geosolutions-it/http-proxy,20,31,FALSE
gesellix/Nimbus-JOSE-JWT,27,8,FALSE
getgauge-contrib/gauge-maven-plugin,21,19,FALSE
getodk/javarosa,51,107,FALSE
ghacupha/book-keeper,11,6,FALSE
ghaffarian/progex,76,33,FALSE
gherynos/secrete,14,9,FALSE
ghosthack/turismo,29,8,FALSE
Gikkman/Java-Twirk,53,23,FALSE
giltene/jHiccup,672,94,FALSE
gini/dropwizard-gelf,52,21,FALSE
gisarmory/mbtiles4j,20,15,FALSE
gitbucket/markedj,84,23,FALSE
GitHub-Laziji/reverse-regexp,30,11,FALSE
gkopff/gson-javatime-serialisers,87,21,FALSE
gkopff/gson-jodatime-serialisers,111,31,FALSE
glenrobson/iiif-tiler,14,0,FALSE
gmr/rabbitmq-flume-plugin,48,33,FALSE
GMWolf/artemis-odb-eeel,10,2,FALSE
goncalomb/NBTEditor,41,30,FALSE
gongdaowen/ofdparser,29,24,FALSE
google/closure-stylesheets,313,75,FALSE
google/escapevelocity,33,16,FALSE
google/guava-beta-checker,80,28,FALSE
google/jsontoken,17,23,FALSE
googleapis/disco-to-proto3-converter,10,11,FALSE
googleapis/java-pubsub-group-kafka-connector,37,16,FALSE
googleapis/java-spanner-jdbc,52,44,FALSE
GoogleCloudPlatform/app-maven-plugin,101,51,FALSE
GoogleCloudPlatform/kafka-pubsub-emulator,58,28,FALSE
GoSimpleLLC/jpgAgent,46,4,FALSE
goxr3plus/java-google-speech-api,77,35,FALSE
gquintana/metrics-sql,25,9,FALSE
gradusnikov/jmatio,32,14,FALSE
grantneale/kafka-lag-based-assignor,12,5,FALSE
graphhopper/jackson-datatype-jts,10,11,FALSE
graphstream/gs-algo,101,68,FALSE
graphstream/gs-core,395,109,FALSE
graylog-labs/syslog4j-graylog2,31,39,FALSE
Graylog2/gelfclient,34,19,FALSE
greengerong/prerender-java,121,48,FALSE
gregorriegler/babdev-spring,24,47,FALSE
gridgain/yardstick,94,49,FALSE
gridkit/jvm-attach,32,7,FALSE
grumlimited/geocalc,108,39,FALSE
Grundlefleck/ASM-NonClassloadingExtensions,10,0,FALSE
gturri/aXMLRPC,141,73,FALSE
Guo-xm/mybatis-expand,10,4,FALSE
guoliao502/crypto,71,9,FALSE
habernal/confusion-matrix,19,6,FALSE
hackingwu/Java-Promise,17,3,FALSE
hageldave/ezFFTW,14,1,FALSE
hajhouj/fastsico,12,1,FALSE
hankcs/hanlp-lucene-plugin,294,102,FALSE
harawata/appdirs,161,8,FALSE
Harium/etyl,19,2,FALSE
Harium/keel,5,1,FALSE
HarvardPL/AbcDatalog,38,7,FALSE
hazelcast/hazelcast-azure,17,24,FALSE
hazelcast/hazelcast-kubernetes,175,100,FALSE
HdrHistogram/HdrHistogram,2128,254,FALSE
HebiRobotics/HebiCam,12,5,FALSE
HelixNetwork/pendulum,10,6,FALSE
hellige/ccs,13,1,FALSE
hellokaton/webp-io,44,17,FALSE
hengyunabc/metrics-zabbix,24,14,FALSE
heremaps/oksse,222,26,FALSE
Heroicai0101/abtest,18,20,FALSE
heroku/heroku-jvm-application-deployer,51,23,FALSE
hertzsprung/hamcrest-json,112,20,FALSE
hevoio/recoverable-kafka-producer,15,4,FALSE
hifly81/bank-account-axon,14,8,FALSE
hivsuper/document-converter,12,4,FALSE
hkhcoder/vprofile-project,119,698,FALSE
hlavki/jlemmagen,10,4,FALSE
hneemann/digitalCustomComponents,13,4,FALSE
hneemann/Oscilloscope,22,6,FALSE
hoereth/springfox-enum-plugin,41,4,FALSE
hoijui/Jawk,39,23,FALSE
hoijui/ReZipDoc,22,4,FALSE
hongbeomi/Programmers,31,15,FALSE
hongliuliao/thrift-generator,86,61,FALSE
houbb/heaven,33,19,FALSE
houbb/nlp-hanzi-similar,178,33,FALSE
houbb/opencc4j,431,66,FALSE
houbb/pinyin,201,32,FALSE
houbb/segment,125,23,FALSE
houbb/sensitive-word,1854,288,FALSE
houbb/word-checker,207,47,FALSE
hs-web/hsweb-utils,58,58,FALSE
hsiafan/apk-parser,1189,398,FALSE
hsluv/hsluv-java,22,3,FALSE
huaban/jieba-analysis,2448,852,FALSE
huangbowen521/SpringJMSSample,18,30,FALSE
huangp/entityunit,0,2,FALSE
hubert-marteau/MultiChainJavaAPI,35,29,FALSE
HugoJhonathan/Challenge-Oracle-ONE-conversordemoedas,14,1,FALSE
huiwang/cracking-the-coding-interview,107,73,FALSE
huiyang100/excel-formula-engine,37,12,FALSE
humbertodias/java-data-structures-algorithms,11,12,FALSE
hummeling/if97,12,6,FALSE
iamazy/elasticsearch-sql2,79,30,FALSE
ibit-tech/sql-builder,10,1,FALSE
IBlogLab/enhance-gateway,14,9,FALSE
IBM-Cloud/gp-java-client,4,18,FALSE
iceenongli/iceworkday,89,27,FALSE
icgw/FCA-Map,31,7,FALSE
icon-Systemhaus-GmbH/javassist-maven-plugin,27,14,FALSE
idealo/logback-redis,23,9,FALSE
idealo/mongodb-slow-operations-profiler,187,29,FALSE
ifpe-cti/saudegaranhuns,12,15,FALSE
igniterealtime/openfire-hazelcast-plugin,10,11,FALSE
igniterealtime/tinder,30,29,FALSE
iipc/jwarc,43,7,FALSE
iipc/openwayback,464,287,FALSE
iipc/urlcanon,33,8,FALSE
iipc/webarchive-commons,49,74,FALSE
imadcn/idworker,244,69,FALSE
imagej/example-script-collection,10,3,FALSE
